"","TimeBodyAccelerationMagnitudeMean","TimeBodyAccelerationMagnitudeStandardDeviation","TimeGravityAccelerationMagnitudeMean","TimeGravityAccelerationMagnitudeStandardDeviation","TimeBodyAccelerationJerkMagnitudeMean","TimeBodyAccelerationJerkMagnitudeStandardDeviation","TimeBodyGyroMagnitudeMean","TimeBodyGyroMagnitudeStandardDeviation","TimeBodyGyroJerkMagnitudeMean","TimeBodyGyroJerkMagnitudeStandardDeviation","FrequencyBodyAccelerationMagnitudeMean","FrequencyBodyAccelerationMagnitudeStandardDeviation","FrequencyBodyBodyAccelerationJerkMagnitudeMean","FrequencyBodyBodyAccelerationJerkMagnitudeStandardDeviation","FrequencyBodyBodyGyroMagnitudeMean","FrequencyBodyBodyGyroMagnitudeStandardDeviation","FrequencyBodyBodyGyroJerkMagnitudeMean","FrequencyBodyBodyGyroJerkMagnitudeStandardDeviation","Activity","Subject"
"3644",-0.99589887,-0.9960154,-0.99589887,-0.9960154,-0.99507542,-0.99622479,-0.99127999,-0.99237111,-0.99756066,-0.99749088,-0.99551752,-0.9961778,-0.99591867,-0.99531646,-0.99474109,-0.99182492,-0.99736113,-0.99750412,"STANDING",19
"3645",-0.98758407,-0.98634098,-0.98758407,-0.98634098,-0.99631386,-0.99818003,-0.98670763,-0.98537799,-0.99646463,-0.99624357,-0.99181332,-0.98421619,-0.99771188,-0.99780689,-0.99007747,-0.98461593,-0.99628054,-0.99605608,"STANDING",19
"3646",-0.98555247,-0.98927128,-0.98555247,-0.98927128,-0.99565157,-0.9980126,-0.98398035,-0.98292584,-0.99483914,-0.99505634,-0.99289824,-0.98763765,-0.99763491,-0.99743045,-0.98834811,-0.98214653,-0.99543902,-0.99444579,"STANDING",19
"3647",-0.8603067,-0.77008675,-0.8603067,-0.77008675,-0.98491932,-0.98423745,-0.76609687,-0.91679151,-0.99051143,-0.98330748,-0.7865993,-0.79588479,-0.98529597,-0.98108862,-0.95998681,-0.9085718,-0.98217684,-0.98563715,"SITTING",19
"3648",-0.95869846,-0.92565447,-0.95869846,-0.92565447,-0.99193532,-0.99236498,-0.85239167,-0.9019364,-0.99190137,-0.99043676,-0.95844602,-0.92166061,-0.99182423,-0.99184063,-0.93460022,-0.89920417,-0.9917054,-0.98902236,"SITTING",19
"3649",-0.96314148,-0.94744619,-0.96314148,-0.94744619,-0.98626736,-0.9824745,-0.92438406,-0.93025204,-0.98610458,-0.98628231,-0.96399673,-0.94629946,-0.98012251,-0.98494848,-0.95335266,-0.92820495,-0.98709255,-0.98573,"SITTING",19
"3650",-0.95541793,-0.95189301,-0.95541793,-0.95189301,-0.98372505,-0.98245347,-0.96246197,-0.95439951,-0.98704586,-0.98676279,-0.96355862,-0.95213758,-0.98141499,-0.98258709,-0.96651896,-0.95432057,-0.98646033,-0.98772243,"SITTING",19
"3651",-0.97453279,-0.97708639,-0.97453279,-0.97708639,-0.98460052,-0.98444366,-0.97333473,-0.97158136,-0.98712964,-0.98393338,-0.97897429,-0.97836064,-0.98325536,-0.9848641,-0.97431983,-0.97429853,-0.9846058,-0.98370515,"SITTING",19
"3652",-0.9782639,-0.98218469,-0.9782639,-0.98218469,-0.98027051,-0.98362641,-0.97456017,-0.97691702,-0.98473471,-0.98441222,-0.97892968,-0.98634545,-0.98038549,-0.98799176,-0.97762538,-0.98022256,-0.9831787,-0.987056,"SITTING",19
"3653",-0.98033375,-0.9800146,-0.98033375,-0.9800146,-0.98328056,-0.98451938,-0.98220445,-0.97827106,-0.98975588,-0.98794165,-0.98062958,-0.98161087,-0.98155626,-0.98793942,-0.97926018,-0.98111561,-0.98778243,-0.98860761,"SITTING",19
"3654",-0.98498257,-0.98169969,-0.98498257,-0.98169969,-0.98473054,-0.9818743,-0.98856582,-0.9860943,-0.99216234,-0.98785378,-0.98189393,-0.98333122,-0.98021153,-0.98281523,-0.98618408,-0.98828153,-0.98884085,-0.98696098,"SITTING",19
"3655",-0.98776332,-0.98691127,-0.98776332,-0.98691127,-0.98852654,-0.98403889,-0.98959045,-0.98651436,-0.99415629,-0.9908032,-0.98633194,-0.98828753,-0.98351566,-0.98325393,-0.98728582,-0.98808565,-0.99154592,-0.98999012,"SITTING",19
"3656",-0.98845391,-0.98991969,-0.98845391,-0.98991969,-0.99386194,-0.99198783,-0.9908455,-0.98764647,-0.99663859,-0.99688799,-0.99254513,-0.98875268,-0.99201573,-0.99039216,-0.99107578,-0.98723405,-0.99678305,-0.99683814,"SITTING",19
"3657",-0.989798,-0.9917464,-0.989798,-0.9917464,-0.99326018,-0.99167354,-0.99216411,-0.98878744,-0.99683674,-0.99701924,-0.9934418,-0.99086387,-0.99123751,-0.99093956,-0.99211889,-0.98825214,-0.99667251,-0.99745956,"SITTING",19
"3658",-0.99007647,-0.99144085,-0.99007647,-0.99144085,-0.99450266,-0.9949286,-0.98961282,-0.98716192,-0.9964497,-0.99591012,-0.99327068,-0.99051313,-0.99373219,-0.9957817,-0.98941622,-0.98754614,-0.99557345,-0.99637629,"SITTING",19
"3659",-0.98910354,-0.98893064,-0.98910354,-0.98893064,-0.99392565,-0.99518106,-0.98882723,-0.98648077,-0.99661095,-0.99599953,-0.99031269,-0.98866876,-0.99507312,-0.99396024,-0.99087808,-0.98571181,-0.99554664,-0.99666959,"SITTING",19
"3660",-0.98786576,-0.98625092,-0.98786576,-0.98625092,-0.9917583,-0.99321185,-0.99097352,-0.98913806,-0.99681898,-0.99708198,-0.98720059,-0.98669631,-0.99201055,-0.99396867,-0.99111876,-0.9893741,-0.99685236,-0.99729799,"SITTING",19
"3661",-0.99069178,-0.98830618,-0.99069178,-0.98830618,-0.9917415,-0.99425707,-0.99279776,-0.99220004,-0.99623836,-0.99662656,-0.98932703,-0.98839296,-0.99287797,-0.99550248,-0.99345539,-0.99241193,-0.99662235,-0.99646502,"SITTING",19
"3662",-0.99296723,-0.99416895,-0.99296723,-0.99416895,-0.99270274,-0.99575243,-0.99300146,-0.99283017,-0.99656837,-0.99679941,-0.99438145,-0.99397845,-0.99504309,-0.99564246,-0.99377713,-0.99315629,-0.99708458,-0.99618224,"SITTING",19
"3663",-0.99007735,-0.99415914,-0.99007735,-0.99415914,-0.99378606,-0.99594703,-0.9922681,-0.99336226,-0.99715779,-0.99758739,-0.9954408,-0.99319068,-0.99587725,-0.99467813,-0.99494442,-0.9931478,-0.99780967,-0.99702059,"SITTING",19
"3664",-0.99025197,-0.99420328,-0.99025197,-0.99420328,-0.99319039,-0.99600662,-0.99322984,-0.99359279,-0.99830738,-0.99887489,-0.99391822,-0.994411,-0.99573959,-0.99509646,-0.99567841,-0.9930182,-0.99879748,-0.99874111,"SITTING",19
"3665",-0.99042926,-0.9944019,-0.99042926,-0.9944019,-0.99274823,-0.99477491,-0.9934756,-0.99199307,-0.99801997,-0.9983261,-0.99345577,-0.99512645,-0.99458542,-0.99366076,-0.9946067,-0.99136292,-0.99847218,-0.99783254,"SITTING",19
"3666",-0.82787074,-0.68378996,-0.82787074,-0.68378996,-0.97443174,-0.97179352,-0.62753407,-0.79223196,-0.97990655,-0.97348475,-0.76531412,-0.69405792,-0.97134907,-0.9709542,-0.90620672,-0.77126137,-0.97297634,-0.97568974,"SITTING",19
"3667",-0.95344374,-0.94718397,-0.95344374,-0.94718397,-0.98150273,-0.98466656,-0.7986977,-0.8397205,-0.98581144,-0.98427835,-0.96541045,-0.94542055,-0.98215369,-0.98730197,-0.88835492,-0.83776687,-0.98346398,-0.98620856,"SITTING",19
"3668",-0.94218501,-0.90033157,-0.94218501,-0.90033157,-0.97397688,-0.97633774,-0.88891964,-0.93593217,-0.97882385,-0.97915696,-0.91931502,-0.90499914,-0.97326919,-0.97934721,-0.9525137,-0.93623761,-0.97885233,-0.98066456,"SITTING",19
"3669",-0.88692214,-0.89376634,-0.88692214,-0.89376634,-0.96929894,-0.97598207,-0.923816,-0.94204615,-0.97718478,-0.97889893,-0.93777162,-0.89002139,-0.9730478,-0.97923252,-0.95668275,-0.94247375,-0.97734032,-0.98233473,"SITTING",19
"3670",-0.90051013,-0.89779325,-0.90051013,-0.89779325,-0.9684947,-0.96830761,-0.9359829,-0.95515451,-0.97522478,-0.97594414,-0.90662167,-0.90768747,-0.96454777,-0.97287982,-0.96080559,-0.95872607,-0.97486158,-0.97885565,"SITTING",19
"3671",-0.93845733,-0.94688348,-0.93845733,-0.94688348,-0.97578968,-0.96684278,-0.9369703,-0.9478407,-0.97964968,-0.97634424,-0.95466131,-0.94971297,-0.96142293,-0.97452266,-0.9604612,-0.94847031,-0.97644285,-0.97744114,"SITTING",19
"3672",-0.95380245,-0.97037361,-0.95380245,-0.97037361,-0.98201081,-0.97765896,-0.95640364,-0.95196942,-0.98693533,-0.98275553,-0.97368279,-0.97188012,-0.97845216,-0.97502497,-0.96622116,-0.95116972,-0.98310336,-0.98304012,"SITTING",19
"3673",-0.94525522,-0.95220689,-0.94525522,-0.95220689,-0.97814294,-0.97840995,-0.96648957,-0.97484539,-0.98635797,-0.98456754,-0.96178476,-0.95335366,-0.97628619,-0.98012769,-0.97839612,-0.97646782,-0.98462145,-0.98516774,"SITTING",19
"3674",-0.94775188,-0.95150297,-0.94775188,-0.95150297,-0.98632619,-0.98475967,-0.97142997,-0.98055743,-0.99053987,-0.99051075,-0.9619062,-0.95237161,-0.98358956,-0.98513019,-0.98390802,-0.98134933,-0.99013359,-0.99130929,"SITTING",19
"3675",-0.96707748,-0.97457023,-0.96707748,-0.97457023,-0.99190853,-0.99343565,-0.97718562,-0.98596519,-0.99213566,-0.99235421,-0.98196933,-0.97334018,-0.99200054,-0.99462988,-0.98715581,-0.98731273,-0.99181867,-0.99327734,"SITTING",19
"3676",-0.96957366,-0.97425051,-0.96957366,-0.97425051,-0.98510374,-0.98357984,-0.97602913,-0.98694095,-0.98823651,-0.98864507,-0.97750966,-0.9751767,-0.98193826,-0.98441029,-0.98728751,-0.98877335,-0.98893447,-0.98857148,"SITTING",19
"3677",-0.97542072,-0.97862558,-0.97542072,-0.97862558,-0.98518994,-0.98335094,-0.97914259,-0.98308879,-0.98851138,-0.98943059,-0.98096265,-0.97939161,-0.98194242,-0.98391565,-0.98704477,-0.98309431,-0.98933601,-0.98990301,"SITTING",19
"3678",-0.97941295,-0.98328607,-0.97941295,-0.98328607,-0.99075706,-0.99263271,-0.98227669,-0.98576334,-0.99193237,-0.99390529,-0.98898947,-0.98152485,-0.9920682,-0.99213722,-0.98840332,-0.98613852,-0.99341236,-0.99475211,"SITTING",19
"3679",-0.9791746,-0.98205777,-0.9791746,-0.98205777,-0.99082108,-0.99426763,-0.98367851,-0.98852194,-0.9925603,-0.99375891,-0.9890293,-0.9798935,-0.99273467,-0.99531536,-0.98996055,-0.98924061,-0.9935116,-0.99417163,"SITTING",19
"3680",-0.97598918,-0.98448785,-0.97598918,-0.98448785,-0.98851287,-0.99301776,-0.9808646,-0.98115386,-0.99235241,-0.99386426,-0.9865954,-0.98447747,-0.99117731,-0.99508203,-0.98531841,-0.98134657,-0.99375345,-0.99405835,"SITTING",19
"3681",-0.97199474,-0.98048757,-0.97199474,-0.98048757,-0.98704961,-0.98945813,-0.97809709,-0.97706214,-0.98951858,-0.99133567,-0.98068853,-0.9823025,-0.9888235,-0.98901145,-0.98253246,-0.97714688,-0.9913249,-0.99154966,"SITTING",19
"3682",-0.97236015,-0.98064593,-0.97236015,-0.98064593,-0.98794245,-0.98760877,-0.98010515,-0.97999372,-0.99070636,-0.99150439,-0.97953087,-0.983348,-0.98713314,-0.9868823,-0.98287008,-0.98118416,-0.9917988,-0.99124747,"SITTING",19
"3683",-0.97715115,-0.98291553,-0.97715115,-0.98291553,-0.98953075,-0.98949411,-0.98059352,-0.98620027,-0.99426883,-0.99382362,-0.98501358,-0.9831484,-0.9889514,-0.98889518,-0.9888455,-0.98649998,-0.99443142,-0.99299878,"SITTING",19
"3684",-0.93198174,-0.88328375,-0.93198174,-0.88328375,-0.97215945,-0.95715955,-0.65280001,-0.73622411,-0.9841641,-0.96969271,-0.90227071,-0.89049559,-0.96091953,-0.95086284,-0.80814164,-0.73717497,-0.96645398,-0.97666856,"LAYING",19
"3685",-0.98228489,-0.97728935,-0.98228489,-0.97728935,-0.98578008,-0.98180239,-0.85309831,-0.84352052,-0.99260432,-0.99401024,-0.97632872,-0.98037374,-0.98200276,-0.97995906,-0.89266707,-0.84083468,-0.99375659,-0.99443819,"LAYING",19
"3686",-0.99304979,-0.98957525,-0.99304979,-0.98957525,-0.98705047,-0.98095412,-0.94890288,-0.95219812,-0.99229994,-0.98722318,-0.98685823,-0.99246225,-0.98126133,-0.9789753,-0.96890996,-0.9502193,-0.98721058,-0.98772535,"LAYING",19
"3687",-0.99342785,-0.99017679,-0.99342785,-0.99017679,-0.98870574,-0.98442161,-0.96881899,-0.98655043,-0.99227179,-0.98776083,-0.9878472,-0.99264025,-0.98398306,-0.98360272,-0.98886887,-0.9870026,-0.98760223,-0.98845145,"LAYING",19
"3688",-0.99488901,-0.99428186,-0.99488901,-0.99428186,-0.99253335,-0.99576961,-0.97136671,-0.98531596,-0.99486971,-0.99638657,-0.99355789,-0.99485453,-0.99537196,-0.99496823,-0.99092032,-0.98410614,-0.99577691,-0.99738871,"LAYING",19
"3689",-0.99081422,-0.98491505,-0.99081422,-0.98491505,-0.99289804,-0.99351559,-0.97605974,-0.98002354,-0.99259255,-0.98850771,-0.98663122,-0.98507715,-0.9926979,-0.99345207,-0.98336443,-0.9809104,-0.9897972,-0.98718093,"LAYING",19
"3690",-0.98427456,-0.98426846,-0.98427456,-0.98426846,-0.9908329,-0.9933901,-0.97770801,-0.97980285,-0.98998661,-0.98842041,-0.98562983,-0.98475247,-0.99273273,-0.99307224,-0.98216808,-0.9813763,-0.98866185,-0.98846189,"LAYING",19
"3691",-0.98133154,-0.97836824,-0.98133154,-0.97836824,-0.98321616,-0.9776542,-0.98063719,-0.98107082,-0.98684857,-0.9857786,-0.97674159,-0.98176884,-0.9778773,-0.97582887,-0.98148983,-0.98388165,-0.98638117,-0.98537658,"LAYING",19
"3692",-0.98452639,-0.97752151,-0.98452639,-0.97752151,-0.97973029,-0.97694238,-0.98406407,-0.98208741,-0.9873814,-0.9854918,-0.97581873,-0.98108759,-0.97568177,-0.97738417,-0.98164797,-0.98543746,-0.98651872,-0.98463518,"LAYING",19
"3693",-0.99203954,-0.99166737,-0.99203954,-0.99166737,-0.9871556,-0.98970836,-0.98776332,-0.99218878,-0.9925038,-0.99445368,-0.98931158,-0.99396904,-0.98843093,-0.99025589,-0.99231348,-0.99329774,-0.99376141,-0.99565868,"LAYING",19
"3694",-0.99346729,-0.99465717,-0.99346729,-0.99465717,-0.99029997,-0.99386282,-0.9866206,-0.98715733,-0.99274428,-0.99471073,-0.99413618,-0.99500818,-0.99380546,-0.99228848,-0.98947934,-0.98750552,-0.99429151,-0.99538602,"LAYING",19
"3695",-0.99022675,-0.99208371,-0.99022675,-0.99208371,-0.98472788,-0.98669215,-0.98503292,-0.98284812,-0.98744728,-0.98581887,-0.98998834,-0.99414432,-0.98642952,-0.98560961,-0.9829545,-0.98560272,-0.9861025,-0.98599929,"LAYING",19
"3696",-0.9880222,-0.98934398,-0.9880222,-0.98934398,-0.97924189,-0.9828299,-0.98756054,-0.98401342,-0.98361931,-0.98375059,-0.98586122,-0.99300669,-0.98143424,-0.98356655,-0.9819388,-0.98862046,-0.98291584,-0.98573975,"LAYING",19
"3697",-0.99094542,-0.99122472,-0.99094542,-0.99122472,-0.9842383,-0.98521958,-0.98776772,-0.98657249,-0.98802002,-0.98701195,-0.98868965,-0.99377354,-0.98412465,-0.98546568,-0.9853012,-0.98994998,-0.98656023,-0.98817949,"LAYING",19
"3698",-0.99404181,-0.99439231,-0.99404181,-0.99439231,-0.99011321,-0.99080631,-0.98774686,-0.98881733,-0.99199595,-0.99137085,-0.9931529,-0.99542062,-0.9901416,-0.9901356,-0.98933246,-0.99018032,-0.99154395,-0.99131894,"LAYING",19
"3699",-0.99454003,-0.99411677,-0.99454003,-0.99411677,-0.98946722,-0.99187578,-0.99277298,-0.99289688,-0.9950763,-0.99366855,-0.99284407,-0.99519275,-0.99079787,-0.99224891,-0.99381892,-0.99323177,-0.99424191,-0.99288283,"LAYING",19
"3700",-0.99510102,-0.99514891,-0.99510102,-0.99514891,-0.99047321,-0.99283226,-0.99312001,-0.99391047,-0.99682384,-0.99761178,-0.9940738,-0.9959204,-0.99192242,-0.99297052,-0.99585238,-0.99337319,-0.99727686,-0.99798677,"LAYING",19
"3701",-0.99532647,-0.9958978,-0.99532647,-0.9958978,-0.99243096,-0.99272347,-0.99211568,-0.99479972,-0.9958549,-0.99704639,-0.99509556,-0.99637212,-0.99206895,-0.99240896,-0.99575856,-0.99477476,-0.99692572,-0.99705042,"LAYING",19
"3702",-0.99491302,-0.9937739,-0.99491302,-0.9937739,-0.99114093,-0.99119523,-0.99273496,-0.99529088,-0.99510392,-0.99563346,-0.99196337,-0.99541422,-0.98958755,-0.99242158,-0.99518702,-0.99607109,-0.99518912,-0.99629962,"LAYING",19
"3703",-0.99473902,-0.99358649,-0.99473902,-0.99358649,-0.98963278,-0.99247546,-0.99239491,-0.99400521,-0.99601312,-0.99592869,-0.99168318,-0.99525267,-0.9918935,-0.99193898,-0.99524356,-0.99391568,-0.99589633,-0.99586897,"LAYING",19
"3704",-0.99720293,-0.99612693,-0.99720293,-0.99612693,-0.99312763,-0.99543429,-0.99356526,-0.99418337,-0.99691411,-0.9959762,-0.99468071,-0.99715269,-0.99543753,-0.99397357,-0.99539753,-0.99407649,-0.99541738,-0.99687342,"LAYING",19
"3705",-0.91234302,-0.87984309,-0.91234302,-0.87984309,-0.96569966,-0.94287445,-0.71480929,-0.81771713,-0.9700144,-0.9578843,-0.88823892,-0.89278134,-0.95012094,-0.93281263,-0.88268645,-0.81132078,-0.96139539,-0.95592133,"LAYING",19
"3706",-0.96507253,-0.96069267,-0.96507253,-0.96069267,-0.98415378,-0.98390144,-0.87017281,-0.86647706,-0.9865821,-0.98810145,-0.9713215,-0.96008577,-0.98323766,-0.98342565,-0.90992271,-0.86342484,-0.98827338,-0.98819371,"LAYING",19
"3707",-0.98371262,-0.99085119,-0.98371262,-0.99085119,-0.98517913,-0.98705626,-0.95765393,-0.95061613,-0.98920994,-0.98971232,-0.98842179,-0.9933441,-0.9854684,-0.98827794,-0.96721542,-0.94888804,-0.98981102,-0.98987105,"LAYING",19
"3708",-0.98504918,-0.99156968,-0.98504918,-0.99156968,-0.98854211,-0.98951208,-0.97642077,-0.98820618,-0.98994428,-0.99251199,-0.99051044,-0.99273547,-0.98729053,-0.99206103,-0.9893215,-0.98921865,-0.99219598,-0.99313149,"LAYING",19
"3709",-0.99033732,-0.98952583,-0.99033732,-0.98952583,-0.99180243,-0.99256337,-0.97849601,-0.98855472,-0.99085813,-0.99086007,-0.99026493,-0.98961982,-0.99175832,-0.99230206,-0.98872943,-0.99025364,-0.99109279,-0.99075647,"LAYING",19
"3710",-0.99354374,-0.99321227,-0.99354374,-0.99321227,-0.99034759,-0.99270486,-0.98327839,-0.99312122,-0.99079904,-0.98970099,-0.9922774,-0.99406301,-0.99170448,-0.99249739,-0.99287556,-0.99440339,-0.98959673,-0.99014067,"LAYING",19
"3711",-0.99258175,-0.99224339,-0.99258175,-0.99224339,-0.98709905,-0.99105752,-0.98833222,-0.99127569,-0.99051979,-0.99171494,-0.98977829,-0.99464915,-0.98964686,-0.99185046,-0.99145213,-0.9924981,-0.9913916,-0.99227702,"LAYING",19
"3712",-0.99580752,-0.99470265,-0.99580752,-0.99470265,-0.99130775,-0.99278139,-0.9941901,-0.99688737,-0.9933398,-0.99400894,-0.99341588,-0.99575012,-0.99338142,-0.99036737,-0.99583122,-0.99854526,-0.99366091,-0.99454534,"LAYING",19
"3713",-0.99684603,-0.99890777,-0.99684603,-0.99890777,-0.99451661,-0.99694532,-0.99369588,-0.98789603,-0.99303139,-0.99193602,-0.99888286,-0.99833793,-0.99659991,-0.99590532,-0.98659508,-0.99106826,-0.99220699,-0.99170165,"LAYING",19
"3714",-0.99539911,-0.99573087,-0.99539911,-0.99573087,-0.99230811,-0.99368791,-0.99283309,-0.98744126,-0.99238619,-0.99163652,-0.99544134,-0.99575864,-0.99317606,-0.99271361,-0.98670817,-0.99013861,-0.99199524,-0.99129861,"LAYING",19
"3715",-0.99311489,-0.99367883,-0.99311489,-0.99367883,-0.98985219,-0.99162145,-0.99080275,-0.98002919,-0.99157047,-0.98710319,-0.99232806,-0.99487274,-0.99101484,-0.99119284,-0.98054273,-0.98294839,-0.98719796,-0.98744449,"LAYING",19
"3716",-0.99169375,-0.99243085,-0.99169375,-0.99243085,-0.98816314,-0.99207524,-0.99131702,-0.97992799,-0.99256084,-0.98745037,-0.99105952,-0.99376277,-0.99108086,-0.99186537,-0.98011649,-0.98312679,-0.98712994,-0.98840309,"LAYING",19
"3717",-0.99509587,-0.99315345,-0.99509587,-0.99315345,-0.99232114,-0.99255856,-0.99640436,-0.99623285,-0.99613244,-0.99630622,-0.99270346,-0.99362239,-0.99333963,-0.98960354,-0.99580817,-0.99716597,-0.99637621,-0.99606618,"LAYING",19
"3718",-0.99635606,-0.99714397,-0.99635606,-0.99714397,-0.99292418,-0.99330538,-0.9958693,-0.99554097,-0.99559104,-0.99481931,-0.99671728,-0.99714204,-0.9932727,-0.99188087,-0.99547756,-0.99621279,-0.99547438,-0.99386035,"LAYING",19
"3719",-0.99534646,-0.99700326,-0.99534646,-0.99700326,-0.99060959,-0.99178896,-0.99459163,-0.99390469,-0.99338244,-0.99218581,-0.99580345,-0.99777328,-0.99172475,-0.99022832,-0.99297955,-0.99576061,-0.99216437,-0.99236488,"LAYING",19
"3720",-0.99583803,-0.99616559,-0.99583803,-0.99616559,-0.99129875,-0.99157346,-0.99315003,-0.9926228,-0.99236934,-0.99274297,-0.99502806,-0.99692261,-0.99129233,-0.99046598,-0.99191195,-0.99443995,-0.9927473,-0.99284043,"LAYING",19
"3721",-0.9943593,-0.99322024,-0.9943593,-0.99322024,-0.99011505,-0.99141181,-0.99207696,-0.99374426,-0.99114485,-0.99296174,-0.99124572,-0.99506831,-0.98962474,-0.99328063,-0.99291025,-0.9955275,-0.99270854,-0.99342979,"LAYING",19
"3722",-0.99423109,-0.99237284,-0.99423109,-0.99237284,-0.98901897,-0.99115058,-0.99346328,-0.99493414,-0.99081476,-0.99265216,-0.99135041,-0.99342001,-0.98967432,-0.99235331,-0.99330285,-0.99756643,-0.99252176,-0.9929549,"LAYING",19
"3723",-0.99293672,-0.99290751,-0.99293672,-0.99290751,-0.98681155,-0.99040894,-0.99416864,-0.99561137,-0.992749,-0.99386118,-0.99044899,-0.99527419,-0.98906233,-0.99131807,-0.99428263,-0.99778764,-0.99444594,-0.99306543,"LAYING",19
"3724",-0.98793372,-0.98080948,-0.98793372,-0.98080948,-0.97956103,-0.96557307,-0.98451613,-0.95142791,-0.98383997,-0.95392702,-0.97865025,-0.984267,-0.96970797,-0.95888174,-0.95444752,-0.95745739,-0.95539752,-0.95473658,"LAYING",19
"3725",-0.037795717,-0.13999372,-0.037795717,-0.13999372,-0.029313177,-0.24932361,-0.0097072116,-0.011422839,-0.37094658,-0.46435272,-0.07798107,-0.31045849,-0.20248579,-0.31761142,-0.056883042,-0.150198,-0.42966433,-0.5534313,"WALKING",19
"3726",0.043934964,-0.12504331,0.043934964,-0.12504331,0.12664985,-0.12861956,0.015410918,-0.030664255,-0.27357105,-0.43400706,-0.03651586,-0.31481434,-0.10132412,-0.15284609,-0.22472878,-0.071938629,-0.41170494,-0.50621313,"WALKING",19
"3727",-0.0060986745,-0.16374647,-0.0060986745,-0.16374647,0.090274942,-0.0058397096,0.054359444,-0.039026454,-0.29852787,-0.42840638,-0.00084507417,-0.40163642,0.047964644,-0.060072128,-0.12957213,-0.14162163,-0.38725049,-0.53055754,"WALKING",19
"3728",-0.0051385903,-0.23462759,-0.0051385903,-0.23462759,0.030343691,0.0045908171,0.056514331,-0.076948942,-0.32104828,-0.40074353,-0.065193809,-0.46862835,0.010139639,-0.0033289564,-0.16188781,-0.17696467,-0.39607964,-0.44951816,"WALKING",19
"3729",-0.020317801,-0.19980643,-0.020317801,-0.19980643,0.048861517,-0.016882602,0.0062332623,-0.17040649,-0.29092264,-0.35850499,-0.071038112,-0.40675433,-0.055673181,0.026550219,-0.24604525,-0.26061916,-0.35279041,-0.41132743,"WALKING",19
"3730",-0.0062144052,-0.1671202,-0.0062144052,-0.1671202,0.10661609,-0.026001133,-0.014175731,-0.1276862,-0.24047409,-0.32303543,-0.078977395,-0.3507389,-0.015204229,-0.046947691,-0.19664668,-0.22982368,-0.33964039,-0.34903048,"WALKING",19
"3731",0.0038120246,-0.2058125,0.0038120246,-0.2058125,0.06322054,-0.0027604579,-0.036807372,-0.12664303,-0.27974563,-0.352939,-0.058707037,-0.42632406,0.045088416,-0.070104532,-0.27416862,-0.17926731,-0.34033421,-0.41661124,"WALKING",19
"3732",-0.059994188,-0.23057374,-0.059994188,-0.23057374,-0.026954919,-0.083387076,-0.012244745,-0.14428788,-0.30221521,-0.41749215,-0.095756158,-0.43833531,-0.019246434,-0.17669491,-0.25551725,-0.21591134,-0.40282702,-0.47880162,"WALKING",19
"3733",-0.041822726,-0.18726403,-0.041822726,-0.18726403,0.017390933,-0.093244788,0.0010895553,-0.12077114,-0.25874121,-0.36988673,-0.034626412,-0.4147041,-0.042542972,-0.16865034,-0.19635555,-0.2195963,-0.33697616,-0.45875066,"WALKING",19
"3734",0.020491386,-0.073993497,0.020491386,-0.073993497,0.13123844,0.10325574,-0.040764816,-0.10888254,-0.22064032,-0.33691782,0.072749394,-0.31267561,0.15533563,0.025032859,-0.15315663,-0.23169729,-0.34391716,-0.37458805,"WALKING",19
"3735",-0.05420384,-0.15186901,-0.05420384,-0.15186901,0.0078633238,0.05869705,-0.083088333,-0.14611956,-0.34179221,-0.42760086,0.026849285,-0.40462816,0.14744354,-0.07491346,-0.19627523,-0.25819769,-0.37820726,-0.54079016,"WALKING",19
"3736",-0.18373572,-0.3324319,-0.18373572,-0.3324319,-0.174929,-0.2357401,-0.17152353,-0.22797514,-0.43078537,-0.51961316,-0.20118568,-0.52376126,-0.19469577,-0.29602013,-0.30932582,-0.30472169,-0.49427471,-0.59075613,"WALKING",19
"3737",-0.21915477,-0.26067984,-0.21915477,-0.26067984,-0.13765356,-0.17772862,-0.22338494,-0.28705224,-0.45530989,-0.53225474,-0.16690995,-0.43401554,-0.15733168,-0.20761249,-0.29055197,-0.40946692,-0.52157558,-0.58042479,"WALKING",19
"3738",-0.17740879,-0.16249887,-0.17740879,-0.16249887,-0.10738117,-0.1390789,-0.22325308,-0.22159065,-0.45688402,-0.47106356,-0.014360339,-0.38989639,-0.11249211,-0.18003768,-0.18600348,-0.38803307,-0.41761121,-0.58912602,"WALKING",19
"3739",-0.061937024,-0.29256795,-0.061937024,-0.29256795,-0.12835487,-0.18020945,0.035647582,-0.058550714,-0.43379784,-0.46299494,-0.20843127,-0.45470636,-0.16430222,-0.20588406,-0.1353924,-0.16718837,-0.45096826,-0.51803869,"WALKING",19
"3740",0.037902586,-0.10174044,0.037902586,-0.10174044,0.074708807,0.024746149,0.071694171,-0.0468871,-0.28319309,-0.37315063,-0.0088865164,-0.29838567,0.028577077,0.012386724,-0.20542016,-0.10576605,-0.40453602,-0.37632258,"WALKING",19
"3741",0.029673787,-0.13397886,0.029673787,-0.13397886,0.041680996,0.064190836,0.058143282,-0.088811433,-0.27162394,-0.35729921,-0.09906115,-0.28882785,0.024376344,0.10519386,-0.238045,-0.14627141,-0.36850379,-0.38577383,"WALKING",19
